ID,유형,Method/Op,Path/Topic,Handler,Service/UseCase,입력,출력,Auth/AuthZ,상태변경,부수효과,멱등성,트랜잭션,테스트,근거
E244,HTTP,POST,/api/v1/chat/aggregate,chat.post (chat.ts:254),chat,body/header,JSON ApiResponse/Response,public,예/조건부,"Backend chat, SSE/WS, AI",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/chat.ts | chat.post | line 254]
E250,HTTP,GET,/api/v1/chat/live/stream,chat.get (chat.ts:260),chat,query/header,SSE/stream Response,public,아니오/읽기,"Backend chat, SSE/WS, AI",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/chat.ts | chat.get | line 260]
E247,HTTP,POST,/api/v1/chat/live/message,chat.post (chat.ts:267),chat,body/header,JSON ApiResponse/Response,public,예/조건부,"Backend chat, SSE/WS, AI",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/chat.ts | chat.post | line 267]
E245,HTTP,GET,/api/v1/chat/live/config,chat.get (chat.ts:273),chat,query/header,JSON ApiResponse/Response,public,아니오/읽기,"Backend chat, SSE/WS, AI",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/chat.ts | chat.get | line 273]
E246,HTTP,PUT,/api/v1/chat/live/config,chat.put (chat.ts:277),chat,"body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,"Backend chat, SSE/WS, AI",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/chat.ts | chat.put | line 277]
E248,HTTP,GET,/api/v1/chat/live/room-stats,chat.get (chat.ts:281),chat,"query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,"Backend chat, SSE/WS, AI",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/chat.ts | chat.get | line 281]
E249,HTTP,GET,/api/v1/chat/live/rooms,chat.get (chat.ts:286),chat,"query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,"Backend chat, SSE/WS, AI",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/chat.ts | chat.get | line 286]
E285,HTTP,POST,/api/v1/images/upload,images.post (images.ts:80),images,"body/header,file/form,auth-context",JSON ApiResponse/Response,admin,예/조건부,"R2, D1(attachments), AI vision?",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/images.ts | images.post | line 80]
E284,HTTP,POST,/api/v1/images/presign,images.post (images.ts:88),images,"body/header,file/form,auth-context",JSON ApiResponse/Response,admin,예/조건부,"R2, D1(attachments), AI vision?",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/images.ts | images.post | line 88]
E286,HTTP,POST,/api/v1/images/upload-direct,images.post (images.ts:123),images,"body/header,file/form,auth-context",JSON ApiResponse/Response,admin,예/조건부,"R2, D1(attachments), AI vision?",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/images.ts | images.post | line 123]
E283,HTTP,POST,/api/v1/images/chat-upload,images.post (images.ts:196),images,"body/header,file/form,auth-context",JSON ApiResponse/Response,auth,예/조건부,"R2, D1(attachments), AI vision?, Backend chat, SSE/WS, AI",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/images.ts | images.post | line 196]
E282,HTTP,DELETE,/api/v1/images/:key,images.delete (images.ts:291),images,"params,body/header,file/form,auth-context",JSON ApiResponse/Response,admin,예/조건부,"R2, D1(attachments), AI vision?",부분/조건부,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/images.ts | images.delete | line 291]
E324,HTTP,GET,/api/v1/og,og.get (og.ts:57),og,query/header,JSON ApiResponse/Response,public,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/og.ts | og.get | line 57]
E228,HTTP,POST,/api/v1/analytics/view,app.post (analytics.ts:66),analytics,body/header,JSON ApiResponse/Response,public,예/조건부,D1/Postgres analytics,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/analytics.ts | app.post | line 66]
E225,HTTP,GET,/api/v1/analytics/stats/:year/:slug,app.get (analytics.ts:92),analytics,"params,query/header",JSON ApiResponse/Response,public,아니오/읽기,D1/Postgres analytics,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/analytics.ts | app.get | line 92]
E221,HTTP,GET,/api/v1/analytics/editor-picks,app.get (analytics.ts:128),analytics,query/header,JSON ApiResponse/Response,public,아니오/읽기,D1/Postgres analytics,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/analytics.ts | app.get | line 128]
E226,HTTP,GET,/api/v1/analytics/trending,app.get (analytics.ts:156),analytics,query/header,JSON ApiResponse/Response,public,아니오/읽기,D1/Postgres analytics,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/analytics.ts | app.get | line 156]
E224,HTTP,POST,/api/v1/analytics/refresh-stats,app.post (analytics.ts:199),analytics,"body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,D1/Postgres analytics,미흡: KV CAS 없음,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/analytics.ts | app.post | line 199]
E227,HTTP,POST,/api/v1/analytics/update-editor-picks,app.post (analytics.ts:219),analytics,"body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,D1/Postgres analytics,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/analytics.ts | app.post | line 219]
E218,HTTP,POST,/api/v1/analytics/admin/editor-picks,app.post (analytics.ts:264),analytics,"body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,D1/Postgres analytics,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/analytics.ts | app.post | line 264]
E220,HTTP,PUT,/api/v1/analytics/admin/editor-picks/:year/:slug,app.put (analytics.ts:323),analytics,"params,body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,D1/Postgres analytics,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/analytics.ts | app.put | line 323]
E219,HTTP,DELETE,/api/v1/analytics/admin/editor-picks/:year/:slug,app.delete (analytics.ts:381),analytics,"params,body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,D1/Postgres analytics,부분/조건부,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/analytics.ts | app.delete | line 381]
E222,HTTP,POST,/api/v1/analytics/heartbeat,app.post (analytics.ts:411),analytics,body/header,JSON ApiResponse/Response,public,예/조건부,D1/Postgres analytics,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/analytics.ts | app.post | line 411]
E223,HTTP,GET,/api/v1/analytics/realtime,app.get (analytics.ts:435),analytics,query/header,JSON ApiResponse/Response,public,아니오/읽기,D1/Postgres analytics,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/analytics.ts | app.get | line 435]
E331,HTTP,GET,/api/v1/public/posts/:year/:slug/translations/:targetLang,app.get (translate.ts:537),translate,"params,query/header,auth-context",JSON ApiResponse/Response,backend-key,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/translate.ts | app.get | line 537]
E332,HTTP,GET,/api/v1/public/posts/:year/:slug/translations/:targetLang/cache,app.get (translate.ts:538),translate,"params,query/header,auth-context",JSON ApiResponse/Response,backend-key,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/translate.ts | app.get | line 538]
E350,HTTP,POST,/api/v1/translate,app.post (translate.ts:551),translate,"body/header,auth-context",JSON ApiResponse/Response,backend-key,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/translate.ts | app.post | line 551]
E352,HTTP,GET,/api/v1/translate/:year/:slug/:targetLang,app.get (translate.ts:590),translate,"params,query/header,auth-context",JSON ApiResponse/Response,backend-key,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/translate.ts | app.get | line 590]
E353,HTTP,GET,/api/v1/translate/:year/:slug/:targetLang/status,app.get (translate.ts:594),translate,"params,query/header,auth-context",JSON ApiResponse/Response,backend-key,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/translate.ts | app.get | line 594]
E351,HTTP,DELETE,/api/v1/translate/:year/:slug/:targetLang,app.delete (translate.ts:599),translate,"params,body/header,auth-context",JSON ApiResponse/Response,backend-key,예/조건부,none observed/static,부분/조건부,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/translate.ts | app.delete | line 599]
E264,HTTP,GET,/api/v1/config,config.get (config.ts:28),config,"query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/config.ts | config.get | line 28]
E266,HTTP,PUT,/api/v1/config/:key,config.put (config.ts:47),config,"params,body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/config.ts | config.put | line 47]
E265,HTTP,DELETE,/api/v1/config/:key,config.delete (config.ts:89),config,"params,body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,none observed/static,부분/조건부,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/config.ts | config.delete | line 89]
E267,HTTP,POST,/api/v1/config/clear-cache,config.post (config.ts:114),config,"body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/config.ts | config.post | line 114]
E341,HTTP,POST,/api/v1/rag/search,rag.post (rag.ts:84),rag,body/header,JSON ApiResponse/Response,public,예/조건부,external search,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/rag.ts | rag.post | line 84]
E334,HTTP,POST,/api/v1/rag/embed,rag.post (rag.ts:96),rag,"body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/rag.ts | rag.post | line 96]
E335,HTTP,GET,/api/v1/rag/health,rag.get (rag.ts:103),rag,query/header,JSON ApiResponse/Response,public,아니오/읽기,none observed/static,읽기 멱등,없음,backend/test/readiness.test.js 일부,[근거: workers/api-gateway/src/routes/rag.ts | rag.get | line 103]
E342,HTTP,GET,/api/v1/rag/status,rag.get (rag.ts:111),rag,"query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/rag.ts | rag.get | line 111]
E333,HTTP,GET,/api/v1/rag/collections,rag.get (rag.ts:118),rag,"query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/rag.ts | rag.get | line 118]
E336,HTTP,POST,/api/v1/rag/index,rag.post (rag.ts:125),rag,"body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/rag.ts | rag.post | line 125]
E337,HTTP,DELETE,/api/v1/rag/index/:documentId,rag.delete (rag.ts:132),rag,"params,body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,none observed/static,부분/조건부,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/rag.ts | rag.delete | line 132]
E339,HTTP,POST,/api/v1/rag/memories/search,rag.post (rag.ts:140),rag,"body/header,auth-context",JSON ApiResponse/Response,auth,예/조건부,external search,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/rag.ts | rag.post | line 140]
E340,HTTP,POST,/api/v1/rag/memories/upsert,rag.post (rag.ts:144),rag,"body/header,auth-context",JSON ApiResponse/Response,auth,예/조건부,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/rag.ts | rag.post | line 144]
E338,HTTP,DELETE,/api/v1/rag/memories/:userId/:memoryId,rag.delete (rag.ts:148),rag,"params,body/header,auth-context",JSON ApiResponse/Response,auth,예/조건부,none observed/static,부분/조건부,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/rag.ts | rag.delete | line 148]
E309,HTTP,GET,/api/v1/memos,memos.get (memos.ts:37),memos,query/header,JSON ApiResponse/Response,public,아니오/읽기,D1/R2 user state,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/memos.ts | memos.get | line 37]
E310,HTTP,PUT,/api/v1/memos,memos.put (memos.ts:79),memos,body/header,JSON ApiResponse/Response,public,예/조건부,D1/R2 user state,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/memos.ts | memos.put | line 79]
E318,HTTP,GET,/api/v1/memos/versions,memos.get (memos.ts:177),memos,query/header,JSON ApiResponse/Response,public,아니오/읽기,D1/R2 user state,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/memos.ts | memos.get | line 177]
E319,HTTP,GET,/api/v1/memos/versions/:version,memos.get (memos.ts:230),memos,"params,query/header",JSON ApiResponse/Response,public,아니오/읽기,D1/R2 user state,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/memos.ts | memos.get | line 230]
E317,HTTP,POST,/api/v1/memos/restore/:version,memos.post (memos.ts:281),memos,"params,body/header",JSON ApiResponse/Response,public,예/조건부,D1/R2 user state,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/memos.ts | memos.post | line 281]
E308,HTTP,DELETE,/api/v1/memos,memos.delete (memos.ts:349),memos,body/header,JSON ApiResponse/Response,public,예/조건부,D1/R2 user state,부분/조건부,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/memos.ts | memos.delete | line 349]
E312,HTTP,GET,/api/v1/memos/:userId,memos.get (memos.ts:386),memos,"params,query/header",JSON ApiResponse/Response,public,아니오/읽기,D1/R2 user state,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/memos.ts | memos.get | line 386]
E313,HTTP,PUT,/api/v1/memos/:userId,memos.put (memos.ts:428),memos,"params,body/header",JSON ApiResponse/Response,public,예/조건부,D1/R2 user state,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/memos.ts | memos.put | line 428]
E315,HTTP,GET,/api/v1/memos/:userId/versions,memos.get (memos.ts:532),memos,"params,query/header",JSON ApiResponse/Response,public,아니오/읽기,D1/R2 user state,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/memos.ts | memos.get | line 532]
E316,HTTP,GET,/api/v1/memos/:userId/versions/:version,memos.get (memos.ts:587),memos,"params,query/header",JSON ApiResponse/Response,public,아니오/읽기,D1/R2 user state,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/memos.ts | memos.get | line 587]
E314,HTTP,POST,/api/v1/memos/:userId/restore/:version,memos.post (memos.ts:642),memos,"params,body/header",JSON ApiResponse/Response,public,예/조건부,D1/R2 user state,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/memos.ts | memos.post | line 642]
E311,HTTP,DELETE,/api/v1/memos/:userId,memos.delete (memos.ts:717),memos,"params,body/header",JSON ApiResponse/Response,public,예/조건부,D1/R2 user state,부분/조건부,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/memos.ts | memos.delete | line 717]
E294,HTTP,GET,/api/v1/memories/:userId,memories.get (memories.ts:89),memories,"params,query/header,auth-context",JSON ApiResponse/Response,auth,아니오/읽기,D1/R2 user state,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/memories.ts | memories.get | line 89]
E295,HTTP,POST,/api/v1/memories/:userId,memories.post (memories.ts:158),memories,"params,body/header,auth-context",JSON ApiResponse/Response,auth,예/조건부,D1/R2 user state,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/memories.ts | memories.post | line 158]
E299,HTTP,POST,/api/v1/memories/:userId/batch,memories.post (memories.ts:231),memories,"params,body/header,auth-context",JSON ApiResponse/Response,auth,예/조건부,D1/R2 user state,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/memories.ts | memories.post | line 231]
E297,HTTP,PATCH,/api/v1/memories/:userId/:memoryId,memories.patch (memories.ts:308),memories,"params,body/header,auth-context",JSON ApiResponse/Response,auth,예/조건부,D1/R2 user state,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/memories.ts | memories.patch | line 308]
E296,HTTP,DELETE,/api/v1/memories/:userId/:memoryId,memories.delete (memories.ts:398),memories,"params,body/header,auth-context",JSON ApiResponse/Response,auth,예/조건부,D1/R2 user state,부분/조건부,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/memories.ts | memories.delete | line 398]
E298,HTTP,POST,/api/v1/memories/:userId/access/:memoryId,memories.post (memories.ts:435),memories,"params,body/header,auth-context",JSON ApiResponse/Response,auth,예/조건부,D1/R2 user state,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/memories.ts | memories.post | line 435]
E301,HTTP,GET,/api/v1/memories/:userId/sessions,memories.get (memories.ts:462),memories,"params,query/header,auth-context",JSON ApiResponse/Response,auth,아니오/읽기,D1/R2 user state,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/memories.ts | memories.get | line 462]
E302,HTTP,POST,/api/v1/memories/:userId/sessions,memories.post (memories.ts:508),memories,"params,body/header,auth-context",JSON ApiResponse/Response,auth,예/조건부,D1/R2 user state,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/memories.ts | memories.post | line 508]
E304,HTTP,GET,/api/v1/memories/:userId/sessions/:sessionId,memories.get (memories.ts:545),memories,"params,query/header,auth-context",JSON ApiResponse/Response,auth,아니오/읽기,D1/R2 user state,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/memories.ts | memories.get | line 545]
E306,HTTP,POST,/api/v1/memories/:userId/sessions/:sessionId/messages,memories.post (memories.ts:602),memories,"params,body/header,auth-context",JSON ApiResponse/Response,auth,예/조건부,D1/R2 user state,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/memories.ts | memories.post | line 602]
E307,HTTP,POST,/api/v1/memories/:userId/sessions/:sessionId/messages/batch,memories.post (memories.ts:672),memories,"params,body/header,auth-context",JSON ApiResponse/Response,auth,예/조건부,D1/R2 user state,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/memories.ts | memories.post | line 672]
E305,HTTP,PATCH,/api/v1/memories/:userId/sessions/:sessionId,memories.patch (memories.ts:749),memories,"params,body/header,auth-context",JSON ApiResponse/Response,auth,예/조건부,D1/R2 user state,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/memories.ts | memories.patch | line 749]
E303,HTTP,DELETE,/api/v1/memories/:userId/sessions/:sessionId,memories.delete (memories.ts:798),memories,"params,body/header,auth-context",JSON ApiResponse/Response,auth,예/조건부,D1/R2 user state,부분/조건부,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/memories.ts | memories.delete | line 798]
E300,HTTP,GET,/api/v1/memories/:userId/context,memories.get (memories.ts:824),memories,"params,query/header,auth-context",JSON ApiResponse/Response,auth,아니오/읽기,D1/R2 user state,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/memories.ts | memories.get | line 824]
E168,HTTP,GET,/api/v1/admin/ai/providers,providers.get (providers.ts:11),admin-ai,"query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,"Backend AI, external LLM",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/admin-ai/providers.ts | providers.get | line 11]
E171,HTTP,GET,/api/v1/admin/ai/providers/:id,providers.get (providers.ts:28),admin-ai,"params,query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,"Backend AI, external LLM",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/admin-ai/providers.ts | providers.get | line 28]
E169,HTTP,POST,/api/v1/admin/ai/providers,providers.post (providers.ts:58),admin-ai,"body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/admin-ai/providers.ts | providers.post | line 58]
E172,HTTP,PUT,/api/v1/admin/ai/providers/:id,providers.put (providers.ts:97),admin-ai,"params,body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/admin-ai/providers.ts | providers.put | line 97]
E174,HTTP,PUT,/api/v1/admin/ai/providers/:id/health,providers.put (providers.ts:147),admin-ai,"params,body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,backend/test/readiness.test.js 일부,[근거: workers/api-gateway/src/routes/admin-ai/providers.ts | providers.put | line 147]
E175,HTTP,POST,/api/v1/admin/ai/providers/:id/kill-switch,providers.post (providers.ts:237),admin-ai,"params,body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/admin-ai/providers.ts | providers.post | line 237]
E173,HTTP,POST,/api/v1/admin/ai/providers/:id/enable,providers.post (providers.ts:276),admin-ai,"params,body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/admin-ai/providers.ts | providers.post | line 276]
E170,HTTP,DELETE,/api/v1/admin/ai/providers/:id,providers.delete (providers.ts:305),admin-ai,"params,body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,"Backend AI, external LLM",부분/조건부,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/admin-ai/providers.ts | providers.delete | line 305]
E152,HTTP,GET,/api/v1/admin/ai/models,models.get (models.ts:11),admin-ai,"query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,"Backend AI, external LLM",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/admin-ai/models.ts | models.get | line 11]
E155,HTTP,GET,/api/v1/admin/ai/models/:id,models.get (models.ts:51),admin-ai,"params,query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,"Backend AI, external LLM",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/admin-ai/models.ts | models.get | line 51]
E153,HTTP,POST,/api/v1/admin/ai/models,models.post (models.ts:75),admin-ai,"body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/admin-ai/models.ts | models.post | line 75]
E156,HTTP,PUT,/api/v1/admin/ai/models/:id,models.put (models.ts:166),admin-ai,"params,body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/admin-ai/models.ts | models.put | line 166]
E154,HTTP,DELETE,/api/v1/admin/ai/models/:id,models.delete (models.ts:287),admin-ai,"params,body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,"Backend AI, external LLM",부분/조건부,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/admin-ai/models.ts | models.delete | line 287]
E176,HTTP,GET,/api/v1/admin/ai/routes,routes.get (routes.ts:11),admin-ai,"query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,"Backend AI, external LLM",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/admin-ai/routes.ts | routes.get | line 11]
E179,HTTP,GET,/api/v1/admin/ai/routes/:id,routes.get (routes.ts:31),admin-ai,"params,query/header,auth-context",JSON ApiResponse/Response,admin,아니오/읽기,"Backend AI, external LLM",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/admin-ai/routes.ts | routes.get | line 31]
E177,HTTP,POST,/api/v1/admin/ai/routes,routes.post (routes.ts:55),admin-ai,"body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/admin-ai/routes.ts | routes.post | line 55]
E180,HTTP,PUT,/api/v1/admin/ai/routes/:id,routes.put (routes.ts:127),admin-ai,"params,body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/admin-ai/routes.ts | routes.put | line 127]
E178,HTTP,DELETE,/api/v1/admin/ai/routes/:id,routes.delete (routes.ts:244),admin-ai,"params,body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,"Backend AI, external LLM",부분/조건부,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/admin-ai/routes.ts | routes.delete | line 244]
